UID,Name,Description,Owner,Owner UID,Publication Stage,Audience,Approval Status,Provenance,Type,Category,Tags,url,API Endpoint,Creation Date (UTC),Last Metadata Updated Date (UTC),Last Data Updated Date (UTC),Domain,Derived View,Visits,Downloads,Row Label,Row Count,Column Count,Contact Email,License,Attribution,Attribution Link,Published Version Name,Published Version UID,Parent UID,Supplemental Resources: Related Datasets Link(s),Jurisdiction: Jurisdiction,Time Period: Update Frequency,Time Period: Time Period of Content,Agency: State Agency Performing Data Updates,GIS Download: Place Keywords,Time Period: Date Metadata Written,Supplemental Resources: Additional Documentation Link,days_since_data_update,asset_age,expected_update_days,recently_enough,accessible,"Time Period: Other Update Frequency   If frequency isn't included in list above, please describe it here.",Data Def: data location,GIS Download: Shape File
r3d5-dpj4,Carroll County Transit System Stops,This geodatabase shows all active Carroll Transit System (CTS) stops as of 02/02/2016. The attribute table also contains a row with the town that each stop falls in.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/r3d5-dpj4,https://opendata.maryland.gov/resource/r3d5-dpj4.json,07/22/2025 03:40:25 AM,07/22/2025 03:40:25 AM,07/22/2025 03:40:27 AM,opendata.maryland.gov,false,2,1,,56,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
ijv3-u2xg,BioDiesel Fuel Stations,"Through a nationwide network of local coalitions, Clean Cities provides project assistance to help stakeholders in the public and private sectors deploy alternative and renewable fuels, idle-reduction measures, fuel economy improvements, and emerging transportation technologies. Department of Energy collects this data as part of the Projects undertaken by Clean Cities coalitions and stakeholders to ensure customers access to clean alternative energy. This data can be found at the Department of Energy Alternative Fuels Data Center Web Feature Service: http://www.afdc.energy.gov/locator/stations/Clean Cities is the deployment arm of the U.S. Department of Energy's (DOE) Vehicle Technologies Office.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/ijv3-u2xg,https://opendata.maryland.gov/resource/ijv3-u2xg.json,07/22/2025 03:32:31 AM,07/22/2025 03:32:33 AM,07/22/2025 03:32:34 AM,opendata.maryland.gov,false,2,1,,9,40,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
69rd-6jqz,Salt Marsh,These digital data files are records of salt marsh location and extent as defined by the U.S. Fish & Wildlife Service's National Wetlands Inventory (NWI) program. In coastal Maryland these data were extracted from data mapped by Maryland Department of Natural Resources (MD DNR) using Maryland's Digital Orthophoto Quarter Quads. The wetlands were photo interpreted from the photography flown for the Digital Orthophoto Quarter Quads. These were flown over a period from 1988 to 1995. Outside of coastal Maryland these data were compiled by The Nature Conservancy from other National Wetlands Inventory data developed by USFWS.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/69rd-6jqz,https://opendata.maryland.gov/resource/69rd-6jqz.json,07/21/2025 11:08:57 PM,07/21/2025 11:08:58 PM,07/21/2025 11:09:02 PM,opendata.maryland.gov,false,2,1,,1177,5,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
tkzu-q6py,Ocean City Transportation Routes,Layer showing bus lines of Ocean City. Ocean City has one bus line that runs all year around along Coastal Highway. Both Inbound and Outbound are included as separate entities. Ocean City's second bus line goes to West Ocean City Park N Ride and runs only during the summer months. Both Inbound and Outbound are included as well.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/tkzu-q6py,https://opendata.maryland.gov/resource/tkzu-q6py.json,07/22/2025 03:39:46 AM,07/22/2025 03:39:47 AM,07/22/2025 03:39:49 AM,opendata.maryland.gov,false,2,3,,4,8,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
djgm-ttj6,Striped Bass Spawning Habitat,The Sensitive Areas Striped Bass dataset shows areas within Maryland's Coastal Bays that are significant for Striped Bass populations. This dataset shows seasonal use of certain areas of the bays by Striped Bass during spawning season.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/djgm-ttj6,https://opendata.maryland.gov/resource/djgm-ttj6.json,07/22/2025 02:31:45 AM,07/22/2025 02:31:46 AM,07/22/2025 02:31:50 AM,opendata.maryland.gov,false,2,2,,78,5,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
jxnw-gd5b,Guided Hunting,"These baseline recreational use data will inform planning efforts being undertaken by the Maryland Department of Natural Resources to help inform public access, land acquisition, future planning and decision-making. Collecting data on the variety of ways the Chesapeake waters and surrounding lands are used will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. Chesapeake Bay waters are used in many ways: commercial fishing, aquaculture, transport, habitat for wildlife, and recreation, among others. With new and expanding coastal and marine uses, as well as Maryland’s growing coastal population, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for the Chesapeake waters. Basic data on how we use our coastal waters was collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/jxnw-gd5b,https://opendata.maryland.gov/resource/jxnw-gd5b.json,07/21/2025 10:03:56 PM,07/21/2025 10:03:58 PM,07/21/2025 10:04:03 PM,opendata.maryland.gov,false,2,3,,1,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
wdtu-5pbn,Point Source Discharges,"This dataset provides a digital geospatial representation of regulated facility outfalls using data derived from various source data. The process by which this data set has been developed has been guided by Maryland Department of the Environment (MDE) and is the result of multiple geoprocesses. It is important to note that point locations are approximate and many do not represent exact geographic locations of outfalls, rather the parcel that they are located in. It is also important to note that in some cases, due to the way the data was processed, outfalls and facilities may have the same coordinates, leading to points being stacked.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/wdtu-5pbn,https://opendata.maryland.gov/resource/wdtu-5pbn.json,07/21/2025 11:03:00 PM,07/21/2025 11:03:02 PM,07/21/2025 11:03:04 PM,opendata.maryland.gov,false,2,1,,863,29,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
h34q-754a,Sport Venues - Cheer and Dance,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Cheer/Dance.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/h34q-754a,https://opendata.maryland.gov/resource/h34q-754a.json,07/21/2025 09:55:58 PM,07/21/2025 09:55:59 PM,07/21/2025 09:56:01 PM,opendata.maryland.gov,false,3,2,,22,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
khw6-jkbc,Ethanol 85 Fuel Stations,"Through a nationwide network of local coalitions, Clean Cities provides project assistance to help stakeholders in the public and private sectors deploy alternative and renewable fuels, idle-reduction measures, fuel economy improvements, and emerging transportation technologies. Department of Energy collects this data as part of the Projects undertaken by Clean Cities coalitions and stakeholders to ensure customers access to clean alternative energy. This data can be found at the Department of Energy Alternative Fuels Data Center Web Feature Service: http://www.afdc.energy.gov/locator/stations/Clean Cities is the deployment arm of the U.S. Department of Energy's (DOE) Vehicle Technologies Office.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/khw6-jkbc,https://opendata.maryland.gov/resource/khw6-jkbc.json,07/22/2025 03:32:23 AM,07/22/2025 03:32:24 AM,07/22/2025 03:32:26 AM,opendata.maryland.gov,false,2,1,,33,40,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
8iff-ugwi,Annual Average Daily Traffic - MDOT SHA Statewide AADT Lines,"MDOT SHA Annual Average Daily Traffic (AADT) Lines data consists of linear geometric features which represent traffic count sections along public roadways in the State of Maryland.  Traffic counts are performed in order to calculate the annual average daily traffic (AADT), annual average weekday traffic (AAWDT), and AADT based on vehicle class (current year only) for sections along public roadways in the State of Maryland. Overall percent utilization, percent utilization based on vehicle class, and truck-specific percent utilization are showcased as statistical metrics for each road section where applicable. Ten years of historic AADT and AAWDT traffic count information is also available for each road section where applicable. 

Annual Average Daily Traffic (AADT) data is collected from over 8700 program count stations and 84 automatic traffic recorders (ATRs), located throughout Maryland. The quality control feature of the system allow data edit checks and validation for data from the 84 permanent, continuous ATRs, and short-term traffic counts. To date, four (4) ATRs have been removed from the ATR Program. Program count data is collected (both directions) at regular locations on either a three (3) year or six (6) year cycle depending on type of roadway. Growth Factors are applied to counts which were not taken during the current year and the counts are factored based on the past yearly growth of an associated ATR. Counters are placed for 48 hours on a Monday or Tuesday and are picked up that Thursday or Friday, respectively. The ATR and toll count data is collected on a continuous basis. Toll station data is provided by the Maryland Transportation Authority (MDTA). A special numeric code was added to the AADT numbers, starting in 2006, to identify the years when the count was actually taken. The last digit represents the number of years prior to the actual count. Where “0” represents the current year when data was collected (in 2014), “1” represents the count taken in 2013, “2” represents the count taken in 2012, “3” represents the count taken in 2011 and so forth. 

Annual Average Daily Traffic (AADT) data is a strategic resource for the Federal Highway Administration (FHWA), the Maryland Department of Transportation (MDOT), the Maryland Department of Transportation State Highway Administration (MDOT SHA), as well as many other State and local government agencies. The data is essential in the planning, design and operation of the statewide road system and the development and implementation of State highway improvement and safety programs. The MDOT SHA Traffic Monitoring System (TMS) is a product of the ISTEA Act of 1991, which required a traffic data program to effectively and efficiently meet MDOT SHA’s long-term traffic data monitoring and reporting requirements. 

Annual Average Daily Traffic (AADT) data is updated and published on an annual basis for the prior year. This data is for the year 2019. 

 Last Updated: May 2020 (05/21/2020)

View the most current AADT data in the Maryland Annual Average Daily Traffic (AADT) Locator 

For AADT data information, contact the MDOT SHA Traffic Monitoring System (TMS) Team 
Email:  TMS@mdot.maryland.gov  

For additional information, contact MDOT SHA Geospatial Technologies, 
Email:  GIS@mdot.maryland.gov   

MDOT SHA Geospatial Data Legal Disclaimer: 
The Maryland Department of Transportation State Highway Administration (MDOT SHA) makes no warranty, expressed or implied, as to the use or appropriateness of geospatial data, and there are no warranties of merchantability or fitness for a particular purpose or use. The information contained in geospatial data is from publicly available sources, but no representation is made as to the accuracy or completeness of geospatial data. MDOT SHA shall not be subject to liability for human error, error due to software conversion, defect, or failure of machines, or any material used in the connection with the machines, including tapes, disks,",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/8iff-ugwi,https://opendata.maryland.gov/resource/8iff-ugwi.json,07/22/2025 03:35:59 AM,07/22/2025 03:36:04 AM,07/22/2025 03:36:21 AM,opendata.maryland.gov,false,2,4,,10665,103,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
p29h-hrkf,Cecil County Transit Stops,Bus stops of Cecil County's Transit system. Some of these bus stops are flag stops - not all are physical stops. The attribute table contains the stop name and a short description of its location. The attribute table also contains the city or town for each stop.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/p29h-hrkf,https://opendata.maryland.gov/resource/p29h-hrkf.json,07/22/2025 03:40:23 AM,07/22/2025 03:40:24 AM,07/22/2025 03:40:26 AM,opendata.maryland.gov,false,2,1,,108,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
5ph8-zed2,Census Block Groups 2020,"Block Groups (BGs) are defined before tabulation block delineation and numbering, but are clusters of blocks within the same census tract that have the same first digit of their 4-digit census block number from the same decennial census. Census 2020 BGs generally contained between 600 and 3,000 people, with an optimum size of 1,500 people. Most BGs were delineated by local participants in the Census Bureau's Participant Statistical Areas Program (PSAP).",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/5ph8-zed2,https://opendata.maryland.gov/resource/5ph8-zed2.json,07/22/2025 12:15:18 AM,07/22/2025 12:15:19 AM,07/22/2025 12:15:34 AM,opendata.maryland.gov,false,2,1,,4079,16,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
